1,Nach dem Börsengang reduzierte Siemens durch Paketverkäufe zunächst 2001 den Anteil auf unter 50 % und veräußerte in den Jahren 2004 und 2006 die restlichen Anteile.,Infineon
1,"
Name
Infineon ist ein Kofferwort und setzt sich aus infinity (englisch für ‚Grenzenlosigkeit‘) und aeon (griechisch für ‚Leben, Ewigkeit, Unendlichkeit‘) zusammen.",Infineon
1,"
Seit 2000
Zum 1.",Infineon
1,Mai 2006 gliederte Infineon seine Speichersparte unter dem Namen Qimonda als eigenständige Gesellschaft mit 12.000 Mitarbeitern aus.,Infineon
1,Das neue Unternehmen wurde im August 2006 an der New York Stock Exchange (NYSE) gelistet.,Infineon
1,"Infineon gelang es allerdings zunächst nicht, Altaktien zu platzieren.",Infineon
1,"Stattdessen ging der gesamte Emissionserlös durch Ausgabe neuer Aktien an Qimonda, Infineon hielt im Oktober 2008 rund 77,5 Prozent aller Aktien an der Gesellschaft.",Infineon
1,Qimonda meldete am 23.,Infineon
1,Januar 2009 Insolvenz beim Amtsgericht München an und war zu diesem Zeitpunkt nach wie vor mehrheitlich im Besitz von Infineon.,Infineon
1,Unmittelbar vor der Übernahme der in Baden-Württemberg erzielten Tarifeinigung der Metall- und Elektrobranche nach Bayern ist Infineon am 13.,Infineon
1,November 2008 aus dem bayerischen Arbeitgeberverband ausgetreten.Anfang Juli 2009 hat sich die Infineon mit dem US-Investor Golden Gate Capital auf den Verkauf ihres Segments Wireline Communications über 250 Mio.,Infineon
1,Euro vertraglich geeinigt.,Infineon
1,Das dadurch neu entstandene Unternehmen firmierte als Lantiq.,Infineon
1,Ende Januar 2011 wurde der im August 2010 beschlossene Verkauf des bisherigen Geschäftsbereichs Wireless Solutions an Intel abgeschlossen.,Infineon
1,"Das dadurch neu entstandene Unternehmen hatte rund 3500 Mitarbeiter und firmierte fortan als Intel Mobile Communications (IMC).Infineon gehört zu den ersten Unterstützern der FIDO-Allianz, die seit 2013 den Industriestandard Universal Second Factor (U2F) für eine allgemein anwendbare Zwei-Faktor-Authentifizierung entwickelt hat.",Infineon
1,Die Volkswagen Aktiengesellschaft (abgekürzt VW AG oder auch  Volkswagen AG) mit Sitz im niedersächsischen Wolfsburg ist ein deutscher Automobilhersteller.,Volkswagen AG
1,Er wird indirekt mehrheitlich von den österreichischen Familien Porsche und Piëch kontrolliert.,Volkswagen AG
1,Volkswagen ist der größte Automobilhersteller der Welt.,Volkswagen AG
1,Toyota und General Motors sind im Weltmarkt die größten Konkurrenten.,Volkswagen AG
1,Das am 28.,Volkswagen AG
1,Mai 1937 als Gesellschaft zur Vorbereitung des Volkswagens mbH in Berlin gegründete Unternehmen wurde 1938 in Volkswagenwerk G.m.b.H. umbenannt und 1960 in eine Aktiengesellschaft umgewandelt.,Volkswagen AG
1,Die Hauptversammlung beschloss 1985 die Umfirmierung in Volkswagen AG.,Volkswagen AG
1,"Die heutige VW AG agiert als Muttergesellschaft der Fahrzeugmarke Volkswagen Pkw sowie der Tochtergesellschaften Seat, Škoda Auto und Audi sowie der Luxusmarken Bentley, Bugatti, Ducati (Motorräder), Lamborghini und Porsche.",Volkswagen AG
1,2007 bis 2011 erweiterte der Konzern auch seine Nutzfahrzeugsparte (Lkw und Busse) mit dem Geschäftsbereich Volkswagen Nutzfahrzeuge um die Unternehmen MAN und Scania.,Volkswagen AG
1,Das operative Geschäft der Volkswagen AG gliedert sich in zwei Konzernbereiche Automobile und Finanzdienstleistungen.,Volkswagen AG
1,"In das Segment Automobile fallen die Bereiche PKW (Audi, Bentley, Bugatti, Seat, Škoda, Porsche, Volkswagen PKW, Volkswagen Nutzfahrzeuge), Nutzfahrzeuge (Scania Vehicles and Service, MAN Nutzfahrzeuge) und Power Engineering (Großdieselmotoren, Turbomaschinen, Spezialgetriebe, Komponenten der Antriebstechnik und Prüfsysteme).",Volkswagen AG
1,"Im Bereich Finanzdienstleistungen (Volkswagen Financial Services AG) sind die Händler- und Kundenfinanzierung, das Leasing, die Versicherungen und das Flottengeschäft zusammengefasst.",Volkswagen AG
1,"
Geschichte
Ursprung des Konzerns
Ursprung des heutigen Konzerns ist die Entwicklung eines Volkswagens durch Ferdinand Porsche.",Volkswagen AG
1,Zur Produktion des Autos wurde von der nationalsozialistischen Organisation „Kraft durch Freude“ am 28.,Volkswagen AG
1,Mai 1937 in Berlin die Gesellschaft zur Vorbereitung des Volkswagens mbH (GeZuVor) gegründet.,Volkswagen AG
1,"Anfang 1938 begann zunächst der Bau des „Vorwerkes“ Braunschweig, gefolgt vom eigentlichen Volkswagenwerk bei Fallersleben, durch das die später Wolfsburg genannte Stadt entstand.",Volkswagen AG
1,Nach dem Zweiten Weltkrieg wurde das Unternehmen von der Militärverwaltung der Britischen Besatzungszone unter dem Namen Wolfsburg Motor Works weiterbetrieben.,Volkswagen AG
1,Am 22.,Volkswagen AG
1,"August 1960 wurde die Volkswagenwerk GmbH, die sich nach Gründung der Bundesrepublik Deutschland im Besitz des Landes Niedersachsen befand, in eine Aktiengesellschaft umgewandelt.",Volkswagen AG
1,Auf Beschluss der Hauptversammlung 1985 ist der Name des Unternehmens seitdem Volkswagen AG.,Volkswagen AG
1,Neben dem Automobil- und Motorradsektor gehören auch Finanz- und Logistikdienstleistungen sowie eine kleine Lebensmittelsparte zum Volkswagen-Konzern.,Volkswagen AG
1,"Die Marke Volkswagen wird vom VW-Verwaltungshochhaus in Wolfsburg aus geleitet, der Konzern von einem anliegenden Bürokomplex.",Volkswagen AG
1,"
Gründung
Am 8.",Volkswagen AG
1,März 1934 forderte Adolf Hitler bei der Eröffnung der 24.,Volkswagen AG
1,Internationalen Automobil- und Motorrad-Ausstellung (IAMA) in Berlin den Bau eines Wagens für breite Schichten der Bevölkerung.,Volkswagen AG
1,"Ihm schwebte die Konstruktion eines Autos vor, das als „autobahnfest“ eine Dauergeschwindigkeit von 100 km/h halten könne, mit vier Sitzen für Familien geeignet wäre, sparsam im Verbrauch sein und vor allem unter 1.000 RM kosten sollte.",Volkswagen AG
1,"
Ferdinand Porsche, der in Stuttgart ein eigenes Konstruktionsbüro betrieb, erhielt am 22.",Volkswagen AG
1,Juni 1934 vom Reichsverband der Deutschen Automobilindustrie den Entwicklungsauftrag zum Bau eines Prototyps.,Volkswagen AG
1,"Die um die Beurteilung der Machbarkeit befragten deutschen Automobilfirmen bezweifelten, dass der Volkswagen zu Hitlers Wunschpreis von weniger als 1.000 RM zu realisieren sei.",Volkswagen AG
1,"Schon andere Fahrzeugkonzepte zuvor, die bereits den Begriff Volkswagen nutzten, konnten aufgrund zu hoher Materialkosten und – mangels rationeller Fertigungsmethoden – zu hoher Produktionskosten nicht zu einem „volkstümlichen“ Preis angeboten werden.",Volkswagen AG
1,So hatte auf der oben erwähnten Automobilausstellung auch Josef Ganz einen Volkswagen mit dem Namen Maikäfer präsentiert.,Volkswagen AG
1,"Da die Automobilindustrie an einer Subventionierung des Volkswagens kein Interesse hatte, beauftragte Hitler die Deutsche Arbeitsfront (DAF) mit dem Bau der größten Automobilfabrik Europas.",Volkswagen AG
1,Am 28.,Volkswagen AG
1,"Mai 1937 wurde unter der Aufsicht des Leiters der DAF Robert Ley die Gesellschaft zur Vorbereitung des Deutschen Volkswagens mbH (GeZuVor) mit Sitz in Berlin-Grunewald, Taubertstraße 4, gegründet.",Volkswagen AG
1,Ihr erstes und einziges Produkt sollte der „KdF-Wagen“ (KdF = Kraft durch Freude) werden.,Volkswagen AG
1,Sie finanzierte den Aufbau des Volkswagenwerkes vor allem aus dem Verkauf des 1933 beschlagnahmten Gewerkschaftsvermögens.,Volkswagen AG
1,"Die spätere Produktion wurde nach einem von der DAF entwickelten Konzept vorfinanziert, dem zufolge die künftigen Käufer des Volkswagens Vorauszahlungen zu leisten hatten.",Volkswagen AG
1,Der Kaufpreis von 990 RM wurde in Raten von 5 RM angespart und mit Sparmarken auf einer Sparkarte quittiert.,Volkswagen AG
1,Allerdings ergaben 1939 die kalkulierten Kosten einen Verlust von 1.080 RM für jedes auszuliefernde Fahrzeug.,Volkswagen AG
1,"
Nach einer Bereisung durch den Geschäftsführer Bodo Lafferentz wurde der Standort des Werkes mehr oder weniger zufällig im ländlich geprägten und dünn besiedelten Gebiet bei der Gemeinde Fallersleben nahe dem Schloss Wolfsburg mit dem dortigen Gutshof gefunden.",Volkswagen AG
1,Die ersten Planskizzen mit Angaben der ungefähren Größe der Produktionshallen und der technischen Grundausstattung fertigte der Ingenieur Fritz Kuntze im Sommer 1937.,Volkswagen AG
1,Als Vorbild der Werksplanung diente das damals modernste Automobilwerk River-Rouge der Ford Motor Company in Dearborn.,Volkswagen AG
1,Mit der Planung und Bauleitung der Werksanlagen wurden die Architekten Emil Rudolf Mewes und Karl Kohlbecker sowie die Architektengemeinschaft Fritz Schupp und Martin Kremmer gemeinschaftlich beauftragt.,Volkswagen AG
1,Die 1938 neu gegründete „Stadt des KdF-Wagens bei Fallersleben“ (ab 1945 Wolfsburg) wurde von dem Architekten Peter Koller geplant (siehe Koller-Plan).,Volkswagen AG
1,"Der Standort im Urstromtal der Aller in der geografischen Mitte des Reiches bot verkehrsgünstige Anbindungen durch

den Mittellandkanal,
die Reichsautobahn von Berlin nach Hannover (heute Bundesautobahn 2),
die Bahnstrecke Berlin–Lehrte als Teil der Eisenbahnverbindung Berlin–Ruhrgebiet
und die Nähe zu Stahlwerken in Peine (Ilseder Hütte) bzw.",Volkswagen AG
1,"Salzgitter („Hermann-Göring-Werke“) und zur Großstadt Braunschweig.Von besonderer Bedeutung für die Standortwahl war zusätzlich die Tatsache, dass fast das gesamte ausgewählte Werksgelände Günther Graf von der Schulenburg-Wolfsburg, dem Schlossherrn von Wolfsburg, gehörte.",Volkswagen AG
1,Dadurch wurde der Landerwerb bedeutend einfacher.,Volkswagen AG
1,Allerdings musste der Autobahnanschluss erst gebaut und eine Verbindung zur Berlin-Lehrter Eisenbahn geschaffen werden.,Volkswagen AG
1,Daneben war eine ausreichende Infrastruktur zur Elektrizitäts- und Wasserversorgung sowie Telekommunikation zu errichten.,Volkswagen AG
1,"Da Ferdinand Porsche seinen Volkswagen in einer komplett neu erbauten Fabrik produzieren konnte, war es ihm möglich, das Produkt und seine Produktionsanlagen optimal aufeinander abzustimmen.",Volkswagen AG
1,"Die Daimler AG ist ein börsennotierter deutscher Hersteller von Personenkraftwagen und Nutzfahrzeugen, der auch Mobilitäts- und Finanzdienstleistungen anbietet.",Daimler AG
1,"Als Dachgesellschaft mit Sitz in Stuttgart übernimmt die Daimler AG Governance-, Strategie- und Steuerungs-Funktionen sowie konzernübergreifende Dienstleistungen für die drei rechtlich selbstständigen Tochtergesellschaften Mercedes-Benz AG, Daimler Truck AG und Daimler Mobility AG, die das operative Geschäft verantworten.",Daimler AG
1,Die bekannteste Marke des Konzerns ist Mercedes-Benz.,Daimler AG
1,"
Geschichte
Die heutige Daimler AG wurde 1998 als DaimlerChrysler AG nach dem Zusammenschluss der Daimler-Benz AG mit der US-amerikanischen Chrysler Corporation gegründet.",Daimler AG
1,Die Umbenennung in Daimler AG erfolgte 2007 nach dem mehrheitlichen Verkauf von Chrysler.,Daimler AG
1,"
Vorgeschichte
Die Anfänge der Daimler AG reichen bis in das Gründungsjahr 1883 der Benz & Cie.",Daimler AG
1,"Rheinische Gasmotorenfabrik in Mannheim zurück, die im Jahr 1926 mit der Daimler-Motoren-Gesellschaft zur Daimler-Benz AG fusionierten.",Daimler AG
1,1883 ließ sich Gottlieb Daimler erstmals Patentrechte für einen Gasmotor mit Glührohrzündung sowie für die Regulierung der Geschwindigkeit des Motors durch Steuerung des Auslassventils sichern.,Daimler AG
1,Die beiden Patente waren die Grundlage für den weltweit ersten schnell laufenden Verbrennungsmotor.,Daimler AG
1,Am 29.,Daimler AG
1,"Januar 1886 ließ sich Carl Friedrich Benz das Automobil, ein dreirädriges Fahrzeug mit Verbrennungsmotor und elektrischer Zündung, patentieren.",Daimler AG
1,In den 1920er Jahren kämpften fast alle Automobilbauer ums Überleben.,Daimler AG
1,Die Deutsche Bank regte einen Zusammenschluss von Benz und Daimler an.,Daimler AG
1,Die aus den Arbeiten beider Automobilpioniere hervorgegangenen Unternehmen Benz & Co Rheinische Gasmotorenfabrik Mannheim (ab 1899: Benz & Cie.) und Daimler-Motoren-Gesellschaft fusionierten am 28.,Daimler AG
1,Juni 1926 zur Daimler-Benz AG.,Daimler AG
1,Nach der Machtergreifung der NSDAP wurde die Wirtschaft im nationalsozialistischen Deutschen Reich verstärkt in die Aufrüstung der Wehrmacht eingebunden.,Daimler AG
1,"Daimler-Benz entwickelte und produzierte Militärfahrzeuge, Panzer, Schiffs- und Flugmotoren.",Daimler AG
1,1932 war das Unternehmen nach der Adam Opel AG und der Auto Union drittgrößter Automobilproduzent in Deutschland.,Daimler AG
1,"Es beschäftigte Ende 1932 nur noch 9.148 Mitarbeiter, 1928 waren es noch 14.281.",Daimler AG
1,"Bis 1944 wuchs die Belegschaft auf 74.198 Personen, davon waren zirka 6,6 % Kriegsgefangene und 37 % angeworbene oder zwangsverschleppte Ausländer.",Daimler AG
1,1941 machten Wehrmachtsaufträge 76 % des Gesamtumsatzes der AG aus.,Daimler AG
1,"Im selben Jahr arbeiteten 150 KZ-Häftlinge für Daimler-Benz, 1944 waren es 5.648 KZ-Häftlinge.",Daimler AG
1,"Die mangelnde Aufklärung und späte, relativ geringe Auszahlung einer Entschädigung im Jahr 1968 sorgte für Kritik.",Daimler AG
1,"In den Betrieben waren verstärkt auch Frauen tätig, da die Männer an der Front standen.",Daimler AG
1,"Am Ende des Krieges gingen die Niederlassungen im Osten Deutschlands, sowie die Werke Königsberg und Genshagen verloren.",Daimler AG
1,"Auch die in den besetzten Ländern im Krieg gegründeten Werke Colmar, Neupaka, Reichshof und das Flugmotorenwerk Ostmark musste der Konzern abschreiben.",Daimler AG
1,Im Westen waren die Produktionsstätten teilweise stark beschädigt.,Daimler AG
1,Das Werk in Untertürkheim wurde am 5.,Daimler AG
1,September 1944 durch alliierte Bomber stark zerstört.,Daimler AG
1,In Sindelfingen war außer dem Presswerk kein überdachtes Gebäude mehr vorhanden und das Werk Mannheim war zu einem Drittel zerstört.,Daimler AG
1,In der Nachkriegszeit sollen Verbindungen zu ehemaligen Nazi-Funktionären existiert haben.,Daimler AG
1,"Angeblich veranlasste die Daimler-Benz AG, dass in dem 1951 eröffneten Mercedes-Lkw-Werk in González Catán (Argentinien) ehemalige Nazi-Größen, die nach Südamerika ausgewandert waren, eingestellt wurden.In den folgenden Jahren hat sich das Unternehmen als Innovationsführer auf dem Automobilmarkt gezeigt – so wurden 1951 die Sicherheitsfahrgastzelle, 1981 der Airbag und der Gurtstraffer als Neuentwicklungen eingeführt.",Daimler AG
1,"
DaimlerChrysler AG (1998–2007)
Erste Gespräche zwischen dem damaligen Vorstandsvorsitzenden der Daimler-Benz AG, Jürgen Schrempp, und dem damaligen CEO der Chrysler Corporation, Robert Eaton, über eine Fusion beider Unternehmen fanden am 12.",Daimler AG
1,Januar 1998 in Detroit statt.,Daimler AG
1,Am 7.,Daimler AG
1,Mai wurde der Zusammenschluss durch die beiden Unternehmensführer in London bekanntgegeben.,Daimler AG
1,"Dabei wurde betont, dass es sich um keine Übernahme des einen Unternehmens durch das andere handle, sondern um eine Fusion unter Gleichen (merger of equals).",Daimler AG
1,Jürgen Schrempp betitelte den Zusammenschluss zur DaimlerChrysler AG als „Hochzeit im Himmel“.,Daimler AG
1,"Nachdem zunächst schon die EU-Kommission der Fusion zugestimmt hatte, wurde diese am 31.",Daimler AG
1,Juli 1998 auch durch die US-amerikanischen Wettbewerbsbehörden genehmigt.,Daimler AG
1,Am 18.,Daimler AG
1,September stimmten schließlich die Aktionäre auf den Hauptversammlungen beider Unternehmen der Fusion zu.,Daimler AG
1,"Die Fusion erfolgte durch einen Aktientausch in Aktien des neuen Unternehmens, der DaimlerChrysler AG.",Daimler AG
1,"Daimler-Benz-Aktionäre erhielten pro Aktie 1,005 DaimlerChrysler-Aktien, eine Chrysler-Aktie wurde in 0,6235 DaimlerChrysler-Aktien getauscht.",Daimler AG
1,Am 17.,Daimler AG
1,November 1998 nahm die DaimlerChrysler AG das operative Geschäft auf und die Aktien wurden erstmals an den Börsen gehandelt.,Daimler AG
1,In der Führung des neuen Unternehmens sollten Daimler-Benz und Chrysler zu gleichen Teilen vertreten sein.,Daimler AG
1,So war zunächst der Vorstand paritätisch besetzt und sowohl Jürgen Schrempp als auch Robert Eaton agierten als Vorstandsvorsitzender.,Daimler AG
1,Die Sitzungen des Vorstands wurden wechselnd in Stuttgart und bei Chrysler in Auburn Hills (Michigan) abgehalten.,Daimler AG
1,"Juristischer Sitz war aber von Anfang an Stuttgart, die DaimlerChrysler AG wurde als Aktiengesellschaft nach deutschem Recht gegründet.",Daimler AG
1,"Die Bayerische Motoren Werke Aktiengesellschaft (BMW AG) ist ein börsennotierter Automobil- und Motorradhersteller mit Sitz in München, der auch als BMW Group auftritt.",Bayerische Motoren Werke AG
1,"Die Produktpalette umfasst die Automobil- und Motorrad-Marke BMW, die Automarken Mini und Rolls-Royce sowie die BMW-Submarken BMW M und BMW i.",Bayerische Motoren Werke AG
1,"BMW gehört mit 99 Milliarden Euro Umsatz und rund 120.700 Beschäftigten im Geschäftsjahr 2020 zu den größten Wirtschaftsunternehmen Deutschlands und zählt mit einer Jahresproduktion von 2,26 Millionen Fahrzeugen im Jahr 2020 zu den 15 größten Autoherstellern der Welt.",Bayerische Motoren Werke AG
1,"Größte Anteilseigner mit zusammen etwa 46,8 % sind Susanne Klatten und Stefan Quandt, die der Industriellenfamilie Quandt angehören.",Bayerische Motoren Werke AG
1,"
Geschichte
Beginn
Vorgänger von BMW waren die 1913 von Karl Rapp gegründeten Rapp Motorenwerke GmbH.",Bayerische Motoren Werke AG
1,"„Als Grundlage seines Unternehmens kaufte Rapp die“ Firma des aus Berlin stammenden Philipp Dörhöfer, die sich in der Münchener Clemensstraße 46 befand.",Bayerische Motoren Werke AG
1,„Diese wieder herum hatte kurz zuvor in Chemnitz die Firma Schneeweis erworben.,Bayerische Motoren Werke AG
1,Schneeweis baute Flugmotoren unter anderem für den Luftschiffbauer Albert Paul Veeh.,Bayerische Motoren Werke AG
1,Im Zuge der Insolvenz von Veeh war Schneeweis in Schwierigkeiten geraten.,Bayerische Motoren Werke AG
1,"Diese waren offensichtlich so groß, dass sich auch die Firma Dörhöfer an Schneeweis verhob und Rapp das Unternehmen übernahm, um Flugmotoren zu fertigen.“ Grund für Dörhöfers Übernahme von Schneeweis’ Firma war, dass sie schon Flugmotoren für die Luftschiffbau Veeh GmbH baute und er damit auf jahrelange Erfahrungen zurückgreifen konnte.",Bayerische Motoren Werke AG
1,"Später schrieb er an seinen Sohn: „Der Ursprung der BMW ist die Firma Schneeweis in Chemnitz, die über den Luftschiffbau Veeh und das Flugwerk Deutschland, wo auch mein Name genannt ist, die Rapp-Motorenwerke hervorbrachten.“ Die daraus entstandene Rapp Motorenwerke GmbH änderte ihren Namen im April 1917 zunächst in BMW GmbH und ein Jahr später, nach der Umwandlung in eine Aktiengesellschaft, in BMW AG.",Bayerische Motoren Werke AG
1,Der erste Geschäftsführer war bis 1942 Franz Josef Popp.,Bayerische Motoren Werke AG
1,"Im jungen Unternehmen machte sich der aufstrebende Ingenieur Max Friz schnell einen Namen: Er entwickelte 1917 den Flugmotor BMW IIIa mit Überverdichtung, die den Leistungsverlust in der Höhe verringert.",Bayerische Motoren Werke AG
1,"Diese Konstruktion bewährte sich insbesondere im Jagdflugzeug Fokker D.VII so gut, dass BMW von der Heeresverwaltung einen Auftrag über 2000 Motoren erhielt.",Bayerische Motoren Werke AG
1,Am 17.,Bayerische Motoren Werke AG
1,"Juni 1919 wurde mit einem BMW IV, einer Weiterentwicklung des BMW IIIa ein inoffizieller Höhenweltrekord (Deutschland war nicht Mitglied der FAI) von 9760 Metern erzielt.Mit dem Ende des Ersten Weltkrieges und dem Versailler Vertrag schien zunächst das Ende des Unternehmens gekommen zu sein: der Friedensvertrag verbot es für fünf Jahre, in Deutschland Flugmotoren – damals das einzige Produkt von BMW – herzustellen.",Bayerische Motoren Werke AG
1,"Werbeinserate von 1920 zeigen jedoch, dass BMW nicht ganz dem Verbot folgte.1922 verließ Hauptaktionär Camillo Castiglioni das Unternehmen und nahm die Namensrechte an BMW mit.",Bayerische Motoren Werke AG
1,Er ging zu den Bayerischen Flugzeugwerken (BFW).,Bayerische Motoren Werke AG
1,Diese waren aus den am 7.,Bayerische Motoren Werke AG
1,"März 1916 registrierten Bayerischen Flugzeugwerken hervorgegangen, die sich wiederum aus dem Anfang des Jahres in Konkurs gegangenen Gustav-Otto-Flugzeugwerk von Gustav Otto, einem Sohn des Ottomotor-Erfinders Nikolaus Otto, entwickelt hatten.",Bayerische Motoren Werke AG
1,Dieser 7.,Bayerische Motoren Werke AG
1,März 1916 gilt in der offiziellen Unternehmensgeschichtsschreibung als Gründungsdatum von BMW.,Bayerische Motoren Werke AG
1,"Mit dem Wechsel von Castiglioni werden aus den Bayerischen Flugzeugwerken (BFW) BMW, am Firmensitz Lerchenauer Straße 76, München 13.",Bayerische Motoren Werke AG
1,"Das Unternehmen aber, das bis dahin BMW hieß, wurde zur Südbremse und später dann zur Knorr-Bremse.",Bayerische Motoren Werke AG
1,"1923 entwickelten Max Friz und Martin Stolle das erste BMW-Motorrad, die R 32, und legten damit den Grundstein für eine neue Produktionslinie: Motorräder.",Bayerische Motoren Werke AG
1,Friz brauchte für den Entwurf der R 32 nur fünf Wochen.,Bayerische Motoren Werke AG
1,Bis heute hat sich das Grundprinzip dieses Motorrades erhalten: Boxermotor und Kardanantrieb im Doppelrohrrahmen.,Bayerische Motoren Werke AG
1,Ab 1924 wurden auch wieder Flugmotoren hergestellt.,Bayerische Motoren Werke AG
1,Der 1930 im Reichsbahn-Ausbesserungswerk Hannover-Leinhausen gebaute „Schienenzeppelin“ wurde von einem BMW-VI-Motor angetrieben.,Bayerische Motoren Werke AG
1,"
Start als Automobilhersteller in Eisenach
Im Jahr 1928 übernahm BMW die Fahrzeugfabrik Eisenach A.",Bayerische Motoren Werke AG
1,"G., den Hersteller des Kleinwagens Dixi, und wurde so zum Automobil­hersteller.",Bayerische Motoren Werke AG
1,Am 22.,Bayerische Motoren Werke AG
1,März 1929 produzierte BMW im thüringischen Eisenach sein erstes Serienautomobil.,Bayerische Motoren Werke AG
1,Das Modell hieß 3/15 PS bzw.,Bayerische Motoren Werke AG
1,"DA 2 und war eine Weiterentwicklung des Modells Dixi 3/15 DA, das seinerseits ein modifizierter Lizenzbau des britischen Austin Seven war.",Bayerische Motoren Werke AG
